symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize 
ZYDUSWELL,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",09042025100358,https://nsearchives.nseindia.com/corporate/ZYDUSWELL_09042025100321_SEintimationReg745.pdf,Zydus Wellness Limited,INE768C01010,09-Apr-2025 10:03:58,2025-04-09 10:03:58,106198187,Food And Food Processing,nan,"Zydus Wellness Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,09-Apr-2025 10:03:58,00:00:00,nan
BLBLIMITED,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",09042025095910,https://nsearchives.nseindia.com/corporate/BLBLIMITED_09042025095546_Reg74.pdf,BLB Limited,INE791A01024,09-Apr-2025 09:59:10,2025-04-09 09:59:10,106198186,Finance,nan,"BLB Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,09-Apr-2025 09:59:10,00:00:00,nan
PRESTIGE,Press Release,09042025095335,https://nsearchives.nseindia.com/corporate/PRESTIGE_09042025095307_PressRelease.pdf,Prestige Estates Projects Limited,INE811K01011,09-Apr-2025 09:53:35,2025-04-09 09:53:35,106198185,Construction,nan,"Prestige Estates Projects Limited has informed the Exchange regarding a press release dated April 09, 2025, titled ""Press Release: Launch of residential projects. "".",nan,nan,nan,09-Apr-2025 09:53:36,00:00:01,nan
MUKANDLTD,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",09042025092815,https://nsearchives.nseindia.com/corporate/MUKANDLTD_09042025092713_MLRTAConfrmnCert_745Mar25SD.pdf,Mukand Limited,INE304A01026,09-Apr-2025 09:28:15,2025-04-09 09:28:15,106198175,Steel And Steel Products,nan,"Mukand Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,09-Apr-2025 09:28:16,00:00:01,nan
STLTECH,Press Release,09042025084158,https://nsearchives.nseindia.com/corporate/STLTECH_09042025084145_SEintimationPRSwoop090425_signed.pdf,Sterlite Technologies Limited,INE089C01029,09-Apr-2025 08:41:58,2025-04-09 08:41:58,106198098,nan,nan,"Sterlite Technologies Limited has informed the Exchange regarding a press release dated April 09, 2025, titled ""Swoop partners with Sterlite Technologies Limited to upgrade fibre connectivity inWestern Australia"".",nan,nan,nan,09-Apr-2025 08:41:58,00:00:00,nan
VGUARD,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",09042025083219,https://nsearchives.nseindia.com/corporate/VGIL1_09042025083103_Intimation.pdf,V-Guard Industries Limited,INE951I01019,09-Apr-2025 08:32:19,2025-04-09 08:32:19,106198097,Electronics - Industrial,nan,"V-Guard Industries Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,09-Apr-2025 08:32:19,00:00:00,nan
BRIGADE,Press Release,07042025220233,https://nsearchives.nseindia.com/corporate/BRIGADE_07042025220142_PressReleaseBrigadeGroupsignsJDA.pdf,Brigade Enterprises Limited,INE791I01019,07-Apr-2025 22:02:33,2025-04-07 22:02:33,106196482,Construction,nan,"Brigade Enterprises Limited has informed the Exchange regarding a press release dated April 07, 2025, titled ""Brigade Group Signs JDA for Premium Residential Development in Mysuru with GDV of Rs.225 crores"".",nan,nan,nan,07-Apr-2025 22:02:34,00:00:01,nan
BRIGADE,General Updates,07042025215531,https://nsearchives.nseindia.com/corporate/BRIGADE_07042025215505_PressReleaseBrigadeGroupsignsJDA.pdf,Brigade Enterprises Limited,INE791I01019,07-Apr-2025 21:55:31,2025-04-07 21:55:31,106196481,Construction,nan,Brigade Enterprises Limited has informed the Exchange about Material Information    Brigade Group Signs Joint Development Agreement For Premium Residential Development In Mysuru With Gross Development Value Of Rs.225 Crores,nan,nan,nan,07-Apr-2025 21:55:32,00:00:01,nan
SUPREME,Appointment,07042025215418,https://nsearchives.nseindia.com/corporate/BELMAC_07042025214816_SHHILNSE07042025.pdf,Supreme Holdings & Hospitality (India) Limited,INE822E01011,07-Apr-2025 21:54:18,2025-04-07 21:54:18,106196479,nan,nan,"Supreme Holdings & Hospitality (India) Limited has informed the Exchange regarding Appointment of Mr Ashok Chhabildas Shah as Non- Executive Independent Director of the company w.e.f. April 07, 2025.",nan,nan,nan,07-Apr-2025 21:54:19,00:00:01,nan
SUPREME,Appointment,07042025215418,https://nsearchives.nseindia.com/corporate/BELMAC_07042025214829_SHHILNSE07042025.pdf,Supreme Holdings & Hospitality (India) Limited,INE822E01011,07-Apr-2025 21:54:18,2025-04-07 21:54:18,106196480,nan,nan,"Supreme Holdings & Hospitality (India) Limited has informed the Exchange regarding Re-appointment of Mr Romie Shivhari Halan as Non-Executive Independent Director of the Company w.e.f. 25th August, 2025 to hold office for second consecutive term of five years.",nan,nan,nan,07-Apr-2025 21:54:19,00:00:01,nan
UNIECOM,Corrigendum,07042025214639,https://nsearchives.nseindia.com/corporate/UNICOMMERCE_07042025214611_corrigendum-unicommerce__Final.pdf,Unicommerce Esolutions Limited,INE00U401027,07-Apr-2025 21:46:39,2025-04-07 21:46:39,106196478,nan,nan,"Unicommerce Esolutions Limited has informed the Exchange regarding Corrigendum to Notice of Postal Ballot dated March 20, 2025",nan,nan,nan,07-Apr-2025 21:46:40,00:00:01,nan
HCLTECH,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025212709,https://nsearchives.nseindia.com/corporate/HCLTECH_07042025212652_regulation74signed.pdf,HCL Technologies Limited,INE860A01027,07-Apr-2025 21:27:09,2025-04-07 21:27:09,106196477,Computers - Software,nan,"HCL Technologies Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 21:27:10,00:00:01,nan
SURAKSHA,General Updates,07042025211956,https://nsearchives.nseindia.com/corporate/SURAKSHA_07042025211921_Suraksha-Update_on_Acquisition_07-04-2025.pdf,Suraksha Diagnostic Limited,INE877V01027,07-Apr-2025 21:19:56,2025-04-07 21:19:56,106196476,nan,nan,Suraksha Diagnostic Limited has informed the Exchange about an Update on the Acquisition,nan,nan,nan,07-Apr-2025 21:19:57,00:00:01,nan
KPIGREEN,Updates,07042025210403,https://nsearchives.nseindia.com/corporate/KPIGLOBAL_07042025210328_1_KPI_Termination_of_order_Hybrid_CPP_66_MW_SAI_07042025_signed.pdf,KPI Green Energy Limited,INE542W01017,07-Apr-2025 21:04:03,2025-04-07 21:04:03,106196475,nan,nan,KPI Green Energy Limited has informed the Exchange that 'the Company has terminated the order from M/s Sai Bandhan Infinium Pvt. Ltd. for the 66.20 MW Hybrid Power Project under the CPP segment due to change in project technical requirement post receipt of order. Disclosure is attached herewith.'.,nan,nan,nan,07-Apr-2025 21:04:04,00:00:01,nan
NAVKARURB,Shareholders meeting,07042025205958,https://nsearchives.nseindia.com/corporate/NAVKAR9_07042025205848_EGM_Proceedings_searchable.pdf,Navkar Urbanstructure Limited,INE268H01036,07-Apr-2025 20:59:58,2025-04-07 20:59:58,106196474,nan,nan,"Navkar Urbanstructure Limited has informed the Exchange regarding Proceedings of Extraordinary General Meeting held on April 07, 2025",nan,nan,nan,07-Apr-2025 20:59:58,00:00:00,nan
SIS,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025205445,https://nsearchives.nseindia.com/corporate/SIS_07042025205422_Intimation.pdf,SIS LIMITED,INE285J01010,07-Apr-2025 20:54:45,2025-04-07 20:54:45,106196473,nan,nan,"SIS LIMITED has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 20:54:46,00:00:01,nan
TARC,Updates,07042025205033,https://nsearchives.nseindia.com/corporate/TARC_07042025205013_WOSallotment.pdf,TARC Limited,INE0EK901012,07-Apr-2025 20:50:33,2025-04-07 20:50:33,106196472,nan,nan,"TARC Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 '.",nan,nan,nan,07-Apr-2025 20:50:34,00:00:01,nan
ITDCEM,Notice Of Shareholders Meetings-XBRL,07042025204353,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1409624_07042025084352_WEB.xml,ITD Cementation India Limited,INE686A01018,07-Apr-2025 20:43:53,2025-04-07 20:43:53,106196471,Construction,nan,ITD Cementation India Limited has informed the Exchange about Notice of Shareholders Meeting for Postal Ballot,nan,nan,nan,07-Apr-2025 20:43:53,00:00:00,nan
ITDCEM,Shareholders meeting,07042025203916,https://nsearchives.nseindia.com/corporate/ITD_07042025203824_st_intim_postal_ballot_Final_Signed.pdf,ITD Cementation India Limited,INE686A01018,07-Apr-2025 20:39:16,2025-04-07 20:39:16,106196470,Construction,nan,ITD Cementation India Limited has informed the Exchange regarding Notice of Postal Ballot,nan,nan,nan,07-Apr-2025 20:39:17,00:00:01,nan
BHARTIHEXA,Address Change,07042025203916,https://nsearchives.nseindia.com/corporate/HexacomApril20_07042025203234_BHL_STX.pdf,Bharti Hexacom Limited,INE343G01021,07-Apr-2025 20:39:16,2025-04-07 20:39:16,106196469,nan,nan,Bharti Hexacom Limited has informed the Exchange regarding change in Registered Office of the company.,nan,nan,nan,07-Apr-2025 20:39:17,00:00:01,nan
ALEMBICLTD,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025203031,https://nsearchives.nseindia.com/corporate/ALEMBICLTD_07042025203001_AL_Regulation_74_5_Stock_Exchanges.pdf,Alembic Limited,INE426A01027,07-Apr-2025 20:30:31,2025-04-07 20:30:31,106196468,Pharmaceuticals,nan,"Alembic Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 20:30:32,00:00:01,nan
SUVENPHAR,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025202911,https://nsearchives.nseindia.com/corporate/SUVENPHARMSUSHEEL_07042025202821_SUVENPHAR_Certificate_Reg_74_5__07042025.pdf,Suven Pharmaceuticals Limited,INE03QK01018,07-Apr-2025 20:29:11,2025-04-07 20:29:11,106196467,nan,nan,"Suven Pharmaceuticals Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 20:29:12,00:00:01,nan
SUZLON,Rumour Verification - Regulation 30(11),07042025202706,https://nsearchives.nseindia.com/corporate/SUZLON1_07042025202618_Suzlon07042025.pdf,Suzlon Energy Limited,INE040H01021,07-Apr-2025 20:27:06,2025-04-07 20:27:06,106196466,Electrical Equipment,nan,Suzlon Energy Limited has informed the Exchange about Rumour Verification - Regulation 30(11),nan,nan,nan,07-Apr-2025 20:27:08,00:00:02,nan
TATASTEEL,Analysts/Institutional Investor Meet/Con. Call Updates,07042025202403,https://nsearchives.nseindia.com/corporate/POOJAMARU_07042025202331_BSENSE_signed.pdf,Tata Steel Limited,INE081A01012,07-Apr-2025 20:24:03,2025-04-07 20:24:03,106196464,Steel And Steel Products,nan,Tata Steel Limited has informed the Exchange about Schedule of meet,nan,nan,nan,07-Apr-2025 20:24:04,00:00:01,nan
ANANTRAJ,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025202014,https://nsearchives.nseindia.com/corporate/ANANTRAJ_07042025201957_Certificate_74_5_07042025.pdf,Anant Raj Limited,INE242C01024,07-Apr-2025 20:20:14,2025-04-07 20:20:14,106196462,Construction,nan,"Anant Raj Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 20:20:15,00:00:01,nan
EMAMIPAP,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,07042025201710,https://nsearchives.nseindia.com/corporate/xbrl/CIM_50240_1409622_07042025081710_WEB.xml,Emami Paper Mills Limited,INE830C01026,07-Apr-2025 20:17:10,2025-04-07 20:17:10,106196461,nan,nan,EMAMI PAPER MILLS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,nan,nan,nan,07-Apr-2025 20:17:11,00:00:01,nan
CHOLAFIN,Trading Window-XBRL,07042025201628,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1409620_07042025081627_WEB.xml,Cholamandalam Investment and Finance Company Limited,INE121A01016,07-Apr-2025 20:16:28,2025-04-07 20:16:28,106196460,Finance,nan,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED has informed the Exchange about Closure of Trading Window,nan,nan,nan,07-Apr-2025 20:16:28,00:00:00,nan
CHOLAFIN,Board Meeting Intimation,07042025201500,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_50239_1409619_07042025081459_WEB.xml,Cholamandalam Investment and Finance Company Limited,INE121A01016,07-Apr-2025 20:15:00,2025-04-07 20:15:00,106196459,Finance,nan,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED has informed the Exchange about Board Meeting to be held on 25-Apr-2025 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2025 .,nan,nan,nan,07-Apr-2025 20:15:00,00:00:00,nan
CHOLAFIN,Trading Window,07042025201237,https://nsearchives.nseindia.com/corporate/lakshmits_07042025201212_Prior_Intimation_of_Board_Meeting_7Apr2025.pdf,Cholamandalam Investment and Finance Company Limited,INE121A01016,07-Apr-2025 20:12:37,2025-04-07 20:12:37,106196458,Finance,nan,"Cholamandalam Investment and Finance Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",nan,nan,nan,07-Apr-2025 20:12:38,00:00:01,nan
EMAMIPAP,Change in Management,07042025200650,https://nsearchives.nseindia.com/corporate/GAICH_07042025200436_EPML_REG_30_APP_SMP_07042025_SIGNED.pdf,Emami Paper Mills Limited,INE830C01026,07-Apr-2025 20:06:50,2025-04-07 20:06:50,106196455,nan,nan,"Intimation of the appointment of Deputy General Manager (IT), a Senior Management Personnel of the Company.",nan,nan,nan,07-Apr-2025 20:06:50,00:00:00,nan
PERSISTENT,Board Meeting Intimation,07042025200512,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_50238_1409616_07042025080511_WEB.xml,Persistent Systems Limited,INE262H01013,07-Apr-2025 20:05:12,2025-04-07 20:05:12,106196454,Computers - Software,nan,PERSISTENT SYSTEMS LIMITED has informed the Exchange about Board Meeting to be held on 24-Apr-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,nan,nan,nan,07-Apr-2025 20:05:13,00:00:01,nan
PERSISTENT,Analysts/Institutional Investor Meet/Con. Call Updates,07042025200345,https://nsearchives.nseindia.com/corporate/PERSISTENTUSER1_07042025200338_PSLIntimationApr72025_signed.pdf,Persistent Systems Limited,INE262H01013,07-Apr-2025 20:03:45,2025-04-07 20:03:45,106196453,Computers - Software,nan,Persistent Systems Limited has informed the Exchange about Schedule of meet,nan,nan,nan,07-Apr-2025 20:03:46,00:00:01,nan
GMRAIRPORT,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025200224,https://nsearchives.nseindia.com/corporate/GMRINFRA_07042025200121_07042025Reg74_5__GAL.pdf,GMR AIRPORTS LIMITED,INE776C01039,07-Apr-2025 20:02:24,2025-04-07 20:02:24,106196452,nan,nan,"GMR AIRPORTS LIMITED has informed the Exchange about Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 20:02:25,00:00:01,nan
CUMMINSIND,Board Meeting Intimation,07042025200100,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_50237_1409614_07042025080100_WEB.xml,Cummins India Limited,INE298A01020,07-Apr-2025 20:01:00,2025-04-07 20:01:00,106196451,Diesel Engines,nan,Cummins India Limited has informed the Exchange about Board Meeting to be held on 28-May-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,nan,nan,nan,07-Apr-2025 20:01:01,00:00:01,nan
LGHL,Board Meeting Intimation,07042025200014,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_50236_1409612_07042025080013_WEB.xml,Laxmi Goldorna House Limited,INE258Y01016,07-Apr-2025 20:00:14,2025-04-07 20:00:14,106196450,nan,nan,LAXMI GOLDORNA HOUSE LIMITED has informed the Exchange about Board Meeting to be held on 16-Apr-2025 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2025 .,nan,nan,nan,07-Apr-2025 20:00:15,00:00:01,nan
IL&FSENGG,Updates,07042025194948,https://nsearchives.nseindia.com/corporate/IL_FSENGG_07042025194609_IntimationofDefaultletter31032025.pdf,IL&FS Engineering and Construction Company Limited,INE369I01014,07-Apr-2025 19:49:48,2025-04-07 19:49:48,106196447,Construction,nan,IL&FS Engineering and Construction Company Limited has informed the Exchange regarding  continued default in meeting indebted obligations''.,nan,nan,nan,07-Apr-2025 19:49:49,00:00:01,nan
AVTNPL,Updates,07042025194656,https://nsearchives.nseindia.com/corporate/AVTNPL_07042025194526_AVTNPLoutcomeofBoardmeeting07042025.pdf,AVT Natural Products Limited,INE488D01013,07-Apr-2025 19:46:56,2025-04-07 19:46:56,106196445,Food And Food Processing,nan,"AVT Natural Products Limited has informed the Exchange regarding 'Outcome of the Board meeting held on April 07, 2025'.",nan,nan,nan,07-Apr-2025 19:46:57,00:00:01,nan
CRISIL,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025194153,https://nsearchives.nseindia.com/corporate/CRISIL_07042025194134_SignedBSENSE.pdf,CRISIL Limited,INE007A01017,07-Apr-2025 19:41:53,2025-04-07 19:41:53,106196442,Finance,nan,"Please find enclosed copy of the certificate issued under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 19:41:54,00:00:01,nan
SAPPHIRE,Alteration Of Capital and Fund Raising-XBRL,07042025194117,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1409609_07042025074116_WEB.xml,Sapphire Foods India Limited,INE806T01012,07-Apr-2025 19:41:17,2025-04-07 19:41:17,106196441,nan,nan,Sapphire Foods India Limited has informed the Exchange regarding Allotment of Securities,nan,nan,nan,07-Apr-2025 19:41:18,00:00:01,nan
MRO-TEK,Name and Symbol Change,07042025194029,https://nsearchives.nseindia.com/corporate/renukap_07042025193908_CML67473.pdf,MRO-TEK Realty Limited,INE398B01018,07-Apr-2025 19:40:29,2025-04-07 19:40:29,106196440,Computers - Hardware,nan,"MRO-TEK: Members of the Exchange are hereby informed that the name of MRO-TEK Realty Limited shall be changed to UMIYA BUILDCON LIMITED and symbol be changed to UMIYA-MRO w.e.f. April 15, 2025.",nan,nan,nan,07-Apr-2025 19:40:30,00:00:01,nan
AUBANK,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025193924,https://nsearchives.nseindia.com/corporate/AUBANK_07042025192909_Certificate_RTA_Reg_74_5__signed.pdf,AU Small Finance Bank Limited,INE949L01017,07-Apr-2025 19:39:24,2025-04-07 19:39:24,106196438,nan,nan,"Certificate under Regulation 74(5) of the SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended March 31, 2025",nan,nan,nan,07-Apr-2025 19:39:25,00:00:01,nan
SAPPHIRE,ESOP/ESOS/ESPS,07042025193829,https://nsearchives.nseindia.com/corporate/SAPPHIRE_07042025193819_NSE.pdf,Sapphire Foods India Limited,INE806T01012,07-Apr-2025 19:38:29,2025-04-07 19:38:29,106196437,nan,nan,Sapphire Foods India Limited has informed the Exchange regarding Allotment of 192011  Shares.,nan,nan,nan,07-Apr-2025 19:38:31,00:00:02,nan
SPLPETRO,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025193626,https://nsearchives.nseindia.com/corporate/FINIAN_07042025193558_REG_74_5_31032025_BSE_NSE.pdf,Supreme Petrochem Limited,INE663A01025,07-Apr-2025 19:36:26,2025-04-07 19:36:26,106196436,nan,nan,"Supreme Petrochem Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended 31/03/2025.",nan,nan,nan,07-Apr-2025 19:36:28,00:00:02,nan
ADANIENT,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025193447,https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_07042025193439_AEL74_5_CertificateMarch2025.pdf,Adani Enterprises Limited,INE423A01024,07-Apr-2025 19:34:47,2025-04-07 19:34:47,106196435,Trading,nan,"Adani Enterprises Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 19:34:48,00:00:01,nan
HUBTOWN,Updates,07042025193141,https://nsearchives.nseindia.com/corporate/HUBTOWN_07042025193101_Cover_Letter_March_2025.pdf,Hubtown Limited,INE703H01016,07-Apr-2025 19:31:41,2025-04-07 19:31:41,106196434,Construction,nan,Hubtown Limited has informed the Exchange regarding 'Disclosures of defaults on payment of interest / repayment of principal amount on loans from banks / financial institutions'.,nan,nan,nan,07-Apr-2025 19:31:42,00:00:01,nan
J&KBANK,General Updates,07042025192755,https://nsearchives.nseindia.com/corporate/TUFAIL_07042025192503_Disclosure_by_Large_Entities.pdf,The Jammu & Kashmir Bank Limited,INE168A01017,07-Apr-2025 19:27:55,2025-04-07 19:27:55,106196430,Banks,nan,The Jammu & Kashmir Bank Limited has informed the Exchange about FUND RAISING BY ISSUANCE OF DEBT SECURITIES BY LARGE ENTITIES,nan,nan,nan,07-Apr-2025 19:27:57,00:00:02,nan
TRITURBINE,Updates,07042025192726,https://nsearchives.nseindia.com/corporate/TRITURBINE_07042025192349_STX74.pdf,Triveni Turbine Limited,INE152M01016,07-Apr-2025 19:27:26,2025-04-07 19:27:26,106196429,Electrical Equipment,nan,"Triveni Turbine Limited has informed the Exchange regarding 'Certificate under Regulation 74(5) of SEBI (Depositories and Participants)Regulations, 2018 for the quarter ended March 31, 2025'.",nan,nan,nan,07-Apr-2025 19:27:26,00:00:00,nan
JLHL,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025192337,https://nsearchives.nseindia.com/corporate/JUPITER2023_07042025192322_Jupiter_74_5__31_March_2025.pdf,Jupiter Life Line Hospitals Limited,INE682M01012,07-Apr-2025 19:23:37,2025-04-07 19:23:37,106196427,nan,nan,"Jupiter Life Line Hospitals Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 19:23:38,00:00:01,nan
IDEA,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025192219,https://nsearchives.nseindia.com/corporate/IDEA_07042025192045_SERTAComplianceCertificate31March2025s.pdf,Vodafone Idea Limited,INE669E01016,07-Apr-2025 19:22:19,2025-04-07 19:22:19,106196426,Telecommunication - Services,nan,"Vodafone Idea Limited has informed the Exchange about Certificate under Regulation 74(5) of the SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended 31 March 2025",nan,nan,nan,07-Apr-2025 19:22:20,00:00:01,nan
SAFARI,Analysts/Institutional Investor Meet/Con. Call Updates,07042025191850,https://nsearchives.nseindia.com/corporate/SAFARI_07042025191801_SEINTIMATION.pdf,Safari Industries (India) Limited,INE429E01023,07-Apr-2025 19:18:50,2025-04-07 19:18:50,106196425,nan,nan,Safari Industries (India) Limited has informed the Exchange about Schedule of meet,nan,nan,nan,07-Apr-2025 19:18:51,00:00:01,nan
SUBEXLTD,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025191808,https://nsearchives.nseindia.com/corporate/SUBEXLIMITED_07042025191753_Reg_74_5_.pdf,Subex Limited,INE754A01055,07-Apr-2025 19:18:08,2025-04-07 19:18:08,106196424,nan,nan,"Subex Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 19:18:09,00:00:01,nan
MAXHEALTH,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025191737,https://nsearchives.nseindia.com/corporate/MAXHEALTH_07042025191713_SE_Intimation_Regulation_74_5_.pdf,Max Healthcare Institute Limited,INE027H01010,07-Apr-2025 19:17:37,2025-04-07 19:17:37,106196423,nan,nan,"Max Healthcare Institute Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 19:17:38,00:00:01,nan
NITCO,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025191555,https://nsearchives.nseindia.com/corporate/NITCO_07042025191542_Regulation74_5__NitcoLimited-signed.pdf,Nitco Limited,INE858F01012,07-Apr-2025 19:15:55,2025-04-07 19:15:55,106196421,Ceramics And Sanitaryware,nan,"Nitco Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 19:15:57,00:00:02,nan
M&M,Update-Acquisition/Scheme/Sale/Disposal-XBRL,07042025191414,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1409600_07042025071413_WEB.xml,Mahindra & Mahindra Limited,INE101A01026,07-Apr-2025 19:14:14,2025-04-07 19:14:14,106196420,Automobiles - 4 Wheelers,nan,Mahindra & Mahindra Limited has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL,nan,nan,nan,07-Apr-2025 19:14:15,00:00:01,nan
TVSSCS,Updates,07042025191300,https://nsearchives.nseindia.com/corporate/CSCOMPLIANCE_07042025191047_TVS_SCS_-_MS_Name_Change_Disclosure_sd.pdf,TVS Supply Chain Solutions Limited,INE395N01027,07-Apr-2025 19:13:00,2025-04-07 19:13:00,106196418,nan,nan,"Tvs Supply Chain Solutions Limited has informed the Exchange regarding the  Change in the name of Material Subsidiary Company  under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015'.",nan,nan,nan,07-Apr-2025 19:13:01,00:00:01,nan
HSCL,Press Release,07042025191253,https://nsearchives.nseindia.com/corporate/HSCL_07042025191239_PressreleaseCDP07042025.pdf,Himadri Speciality Chemical Limited,INE019C01026,07-Apr-2025 19:12:53,2025-04-07 19:12:53,106196417,nan,nan,Himadri Speciality Chemical Limited has informed the Exchange regarding a press release  titled   Himadri Speciality Chemical Ltd Awarded  B  Rating in 2024 CDP Evaluation Cycle Demonstrating Strong Climate & Water Security Commitments .,nan,nan,nan,07-Apr-2025 19:12:54,00:00:01,nan
ATL,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,07042025191234,https://nsearchives.nseindia.com/corporate/xbrl/CIM_50235_1409599_07042025071233_WEB.xml,Allcargo Terminals Limited,INE0NN701020,07-Apr-2025 19:12:34,2025-04-07 19:12:34,106196416,nan,nan,ALLCARGO TERMINALS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,nan,nan,nan,07-Apr-2025 19:12:35,00:00:01,nan
NATIONALUM,Rumour Verification - Regulation 30(11),07042025191223,https://nsearchives.nseindia.com/corporate/bharatsahu_07042025191207_MarketRumour.pdf,National Aluminium Company Limited,INE139A01026,07-Apr-2025 19:12:23,2025-04-07 19:12:23,106196415,Aluminium,nan,National Aluminium Company Limited has informed the Exchange about Rumour Verification - Regulation 30(11),nan,nan,nan,07-Apr-2025 19:12:23,00:00:00,nan
TARC,Alteration Of Capital and Fund Raising-XBRL,07042025191157,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1409597_07042025071156_WEB.xml,TARC Limited,INE0EK901012,07-Apr-2025 19:11:57,2025-04-07 19:11:57,106196414,nan,nan,TARC Limited has informed the Exchange regarding Allotment of Securities,nan,nan,nan,07-Apr-2025 19:11:58,00:00:01,nan
